Preferred Foot,Position,Agility,Strength,Dribbling,Jumping,Marking,Interceptions
1,1,0.524390243902439,0.8750000000000001,0.6344086021505377,0.7125,0.9230769230769231,0.8876404494382023
1,18,0.5975609756097561,0.8624999999999999,0.5806451612903226,0.7625000000000001,0.9120879120879122,0.9213483146067416
1,23,0.7439024390243902,0.8624999999999999,0.8064516129032259,0.6625000000000001,0.27472527472527475,0.19101123595505617
1,18,0.5609756097560975,0.8250000000000001,0.6344086021505377,0.7250000000000001,0.8901098901098902,0.8876404494382023
1,18,0.5121951219512195,0.85,0.46236559139784944,0.9625000000000001,0.9340659340659342,0.9213483146067416
0,7,0.7195121951219512,0.6375000000000001,0.838709677419355,0.825,0.8461538461538463,0.8651685393258427
0,8,0.3780487804878049,0.8125000000000001,0.5913978494623657,0.75,0.9010989010989012,0.9213483146067416
1,9,0.7682926829268293,0.625,0.849462365591398,0.7125,0.6593406593406594,0.7528089887640449
1,1,0.23170731707317074,0.9625,0.40860215053763443,0.28750000000000003,0.8681318681318682,0.8876404494382023
1,14,0.8658536585365854,0.725,0.89247311827957,0.7375,0.38461538461538464,0.4382022471910112
1,9,0.7560975609756098,0.675,0.849462365591398,0.65,0.7362637362637363,0.7977528089887641
1,2,0.6707317073170732,0.775,0.7741935483870969,0.75,0.8791208791208792,0.9101123595505618
1,10,0.6707317073170732,0.7125,0.5913978494623657,0.8875,0.9010989010989012,0.9101123595505618
1,2,0.4512195121951219,0.9125,0.817204301075269,0.675,0.8901098901098902,0.9101123595505618
1,4,0.8048780487804877,0.6125,0.838709677419355,0.5375000000000001,0.6593406593406594,0.8426966292134831
0,22,0.8780487804878049,0.6125,0.870967741935484,0.7625000000000001,0.4725274725274726,0.4382022471910112
1,17,0.8170731707317073,0.7125,0.7741935483870969,0.7625000000000001,0.8791208791208792,0.898876404494382
1,26,0.8292682926829268,0.7875,0.870967741935484,0.7375,0.28571428571428575,0.2808988764044944
1,12,0.8292682926829268,0.5750000000000001,0.903225806451613,0.6000000000000001,0.4945054945054945,0.4044943820224719
0,5,0.6463414634146342,0.7000000000000001,0.11827956989247314,0.8375000000000001,0.10989010989010992,0.24719101123595508
1,1,0.573170731707317,0.7875,0.6344086021505377,0.7625000000000001,0.9340659340659342,0.9438202247191011
1,5,0.6829268292682926,0.4375,0.16129032258064518,0.75,0.18681318681318684,0.1797752808988764
1,16,0.9390243902439025,0.55,0.924731182795699,0.75,0.6593406593406594,0.6629213483146067
0,26,0.8902439024390244,0.5375,0.881720430107527,0.6625000000000001,0.39560439560439564,0.4044943820224719
1,5,0.46341463414634143,0.6375000000000001,0.12903225806451613,0.7250000000000001,0.26373626373626374,0.21348314606741572
0,2,0.36585365853658536,0.85,0.817204301075269,0.65,0.8791208791208792,0.9325842696629213
1,5,0.35365853658536583,0.475,0.06451612903225808,0.675,0.07692307692307693,0.16853932584269662
1,20,0.6951219512195121,0.6375000000000001,0.7956989247311829,0.6000000000000001,0.7252747252747254,0.9438202247191011
1,17,0.6463414634146342,0.725,0.8064516129032259,0.8500000000000001,0.8241758241758242,0.8764044943820225
1,4,0.7804878048780488,0.6875,0.870967741935484,0.5750000000000001,0.7692307692307693,0.8314606741573034
1,22,0.8658536585365854,0.475,0.838709677419355,0.7250000000000001,0.6703296703296704,0.4157303370786517
0,22,0.951219512195122,0.5375,0.881720430107527,0.7125,0.3516483516483517,0.3932584269662921
1,26,0.6463414634146342,0.85,0.7741935483870969,0.875,0.6153846153846154,0.7078651685393259
1,24,0.9146341463414634,0.5375,0.903225806451613,0.32500000000000007,0.4395604395604396,0.5842696629213483
1,5,0.5853658536585366,0.7000000000000001,0.11827956989247314,0.7250000000000001,0.23076923076923078,0.21348314606741572
1,2,0.7926829268292683,0.625,0.860215053763441,0.525,0.7912087912087913,0.8202247191011236
1,9,0.7804878048780488,0.8125000000000001,0.7956989247311829,0.7625000000000001,0.8461538461538463,0.8651685393258427
1,0,0.7926829268292683,0.6875,0.881720430107527,0.4125000000000001,0.3186813186813187,0.3820224719101124
1,26,0.7682926829268293,0.5750000000000001,0.860215053763441,0.675,0.3076923076923077,0.348314606741573
1,18,0.5609756097560975,0.8624999999999999,0.5806451612903226,0.8875,0.9010989010989012,0.8314606741573034
1,5,0.4512195121951219,0.7375,0.08602150537634408,0.7125,0.10989010989010992,0.24719101123595508
1,23,0.7560975609756098,0.725,0.7634408602150539,0.95,0.39560439560439564,0.4269662921348315
1,5,0.5853658536585366,0.5875,0.08602150537634408,0.5625,0.1208791208791209,0.19101123595505617
1,18,0.47560975609756095,0.8125000000000001,0.5913978494623657,0.775,0.9450549450549451,0.9325842696629213
1,13,0.951219512195122,0.38750000000000007,0.913978494623656,0.6875,0.5164835164835165,0.4157303370786517
1,1,0.46341463414634143,0.8250000000000001,0.6451612903225807,0.825,1.0,0.9775280898876405
1,22,0.9390243902439025,0.475,0.913978494623656,0.6000000000000001,0.28571428571428575,0.23595505617977527
0,22,0.8902439024390244,0.625,0.913978494623656,0.5625,0.29670329670329676,0.3820224719101124
0,24,0.926829268292683,0.36250000000000004,0.924731182795699,0.55,0.4285714285714286,0.3707865168539326
1,26,0.951219512195122,0.6375000000000001,0.881720430107527,0.775,0.5494505494505495,0.3258426966292135
1,24,0.8658536585365854,0.6625,0.870967741935484,0.6125,0.23076923076923078,0.4157303370786517
1,8,0.7682926829268293,0.7000000000000001,0.5591397849462366,0.675,0.9010989010989012,0.9101123595505618
1,26,0.5,0.8750000000000001,0.7634408602150539,0.8625,0.2527472527472528,0.3258426966292135
0,8,0.7317073170731707,0.8375,0.5806451612903226,0.775,0.8461538461538463,0.898876404494382
1,4,0.9146341463414634,0.5125000000000001,0.903225806451613,0.4750000000000001,0.7142857142857143,0.8089887640449438
1,4,0.7439024390243902,0.75,0.7849462365591399,0.9375,0.7912087912087913,0.8202247191011236
0,12,0.8902439024390244,0.5750000000000001,0.870967741935484,0.7000000000000001,0.5714285714285715,0.7078651685393259
1,12,0.8902439024390244,0.55,0.903225806451613,0.75,0.28571428571428575,0.22471910112359547
1,1,0.41463414634146345,0.9500000000000001,0.5483870967741936,0.7125,0.8461538461538463,0.8651685393258427
0,0,0.7560975609756098,0.6875,0.838709677419355,0.5375000000000001,0.5714285714285715,0.6179775280898877
1,24,0.8170731707317073,0.525,0.849462365591398,0.7875000000000001,0.39560439560439564,0.3820224719101124
0,4,0.7926829268292683,0.7875,0.8064516129032259,0.7250000000000001,0.7362637362637363,0.8651685393258427
1,4,0.7560975609756098,0.6625,0.827956989247312,0.65,0.7362637362637363,0.898876404494382
1,22,0.8902439024390244,0.55,0.860215053763441,0.8375000000000001,0.3626373626373627,0.3370786516853933
0,16,0.8658536585365854,0.525,0.849462365591398,0.28750000000000003,0.5384615384615385,0.6629213483146067
1,24,0.7926829268292683,0.5,0.838709677419355,0.6625000000000001,0.4285714285714286,0.4606741573033708
1,12,0.9024390243902439,0.525,0.903225806451613,0.6625000000000001,0.6043956043956045,0.16853932584269662
0,13,0.6829268292682926,0.7125,0.7956989247311829,0.7125,0.4395604395604396,0.4157303370786517
1,18,0.46341463414634143,0.8624999999999999,0.5698924731182796,0.9375,0.9010989010989012,0.8764044943820225
1,9,0.8170731707317073,0.6,0.903225806451613,0.6000000000000001,0.7252747252747254,0.8426966292134831
1,5,0.3292682926829268,0.42500000000000004,0.06451612903225808,0.7000000000000001,0.17582417582417584,0.20224719101123595
1,19,0.7560975609756098,0.5750000000000001,0.817204301075269,0.775,0.7362637362637363,0.7415730337078652
1,26,0.8902439024390244,0.6375000000000001,0.89247311827957,0.6125,0.46153846153846156,0.3932584269662921
0,5,0.5,0.6625,0.10752688172043011,0.7125,0.14285714285714288,0.23595505617977527
1,1,0.573170731707317,0.75,0.46236559139784944,0.9000000000000001,0.9120879120879122,0.9101123595505618
1,18,0.573170731707317,0.75,0.6989247311827957,0.75,0.9010989010989012,0.8764044943820225
0,24,0.8780487804878049,0.48750000000000004,0.903225806451613,0.4375,0.5164835164835165,0.19101123595505617
1,4,0.8048780487804877,0.6125,0.903225806451613,0.75,0.39560439560439564,0.7078651685393259
1,12,0.9146341463414634,0.45000000000000007,0.924731182795699,0.28750000000000003,0.4835164835164836,0.7415730337078652
1,22,0.9756097560975611,0.525,0.903225806451613,0.775,0.3076923076923077,0.5280898876404495
1,2,0.5365853658536586,0.9,0.7741935483870969,0.65,0.8791208791208792,0.9101123595505618
1,1,0.5609756097560975,0.775,0.5483870967741936,0.825,0.7912087912087913,0.8764044943820225
0,5,0.4390243902439024,0.625,0.17204301075268819,0.6125,0.1208791208791209,0.21348314606741572
1,19,0.8292682926829268,0.75,0.838709677419355,0.6875,0.9010989010989012,0.9325842696629213
0,1,0.23170731707317074,0.8250000000000001,0.6559139784946237,0.6625000000000001,0.9230769230769231,0.9213483146067416
1,17,0.6707317073170732,0.65,0.7956989247311829,0.4,0.7912087912087913,0.8764044943820225
0,26,0.8536585365853658,0.6875,0.838709677419355,0.7875000000000001,0.4505494505494506,0.3146067415730337
1,9,0.7682926829268293,0.525,0.817204301075269,0.65,0.6923076923076924,0.7528089887640449
1,9,0.9390243902439025,0.375,0.881720430107527,0.65,0.6813186813186813,0.8089887640449438
1,5,0.548780487804878,0.5750000000000001,0.16129032258064518,0.8125,0.15384615384615385,0.1348314606741573
1,5,0.3780487804878049,0.65,0.16129032258064518,0.7250000000000001,0.1318681318681319,0.20224719101123595
1,20,0.8048780487804877,0.6625,0.7634408602150539,0.9000000000000001,0.8901098901098902,0.9438202247191011
1,22,0.8902439024390244,0.5625,0.860215053763441,0.675,0.4175824175824176,0.6853932584269663
0,7,0.6097560975609756,0.7375,0.8064516129032259,0.7000000000000001,0.8351648351648352,0.8539325842696629
1,5,0.3414634146341463,0.7875,0.07526881720430108,0.75,0.1208791208791209,0.19101123595505617
1,18,0.24390243902439027,0.9125,0.5053763440860216,0.825,0.8681318681318682,0.898876404494382
0,2,0.6219512195121951,0.7999999999999999,0.7634408602150539,0.4750000000000001,0.7912087912087913,0.898876404494382
1,26,0.21951219512195122,0.9375000000000001,0.6881720430107527,0.45000000000000007,0.38461538461538464,0.4044943820224719
1,9,0.8780487804878049,0.2625,0.7956989247311829,0.6125,0.6923076923076924,0.4719101123595506
1,13,0.6951219512195121,0.8624999999999999,0.827956989247312,0.7375,0.07692307692307693,0.3033707865168539
0,8,0.6219512195121951,0.7999999999999999,0.6881720430107527,0.7625000000000001,0.8681318681318682,0.898876404494382
1,0,0.8658536585365854,0.7125,0.860215053763441,0.5750000000000001,0.5054945054945056,0.4382022471910112
1,8,0.6707317073170732,0.775,0.6666666666666667,0.7875000000000001,0.8351648351648352,0.9213483146067416
1,5,0.30487804878048785,0.775,0.11827956989247314,0.7125,0.07692307692307693,0.22471910112359547
0,22,0.8536585365853658,0.25,0.838709677419355,0.6875,0.4285714285714286,0.4044943820224719
0,5,0.5,0.75,0.08602150537634408,0.7000000000000001,0.18681318681318684,0.19101123595505617
0,5,0.573170731707317,0.75,0.17204301075268819,0.8,0.1208791208791209,0.21348314606741572
1,5,0.5,0.6375000000000001,0.11827956989247314,0.7250000000000001,0.06593406593406595,0.20224719101123595
1,2,0.47560975609756095,0.8375,0.6021505376344087,0.875,0.9010989010989012,0.9438202247191011
1,17,0.6219512195121951,0.7375,0.7311827956989249,0.775,0.9340659340659342,0.9325842696629213
1,10,0.7804878048780488,0.625,0.7849462365591399,0.8375000000000001,0.8681318681318682,0.9438202247191011
1,5,0.46341463414634143,0.55,0.11827956989247314,0.7375,0.10989010989010992,0.22471910112359547
1,4,0.5853658536585366,0.55,0.8064516129032259,0.6000000000000001,0.6703296703296704,0.5280898876404495
0,4,0.7926829268292683,0.9,0.913978494623656,0.75,0.7912087912087913,0.8876404494382023
1,12,0.8536585365853658,0.5375,0.860215053763441,0.23750000000000004,0.3076923076923077,0.3370786516853933
1,5,0.25609756097560976,0.6625,0.07526881720430108,0.55,0.09890109890109891,0.1797752808988764
1,20,0.6097560975609756,0.7999999999999999,0.6451612903225807,0.775,0.9560439560439561,0.9438202247191011
1,5,0.4390243902439024,0.6875,0.06451612903225808,0.7250000000000001,0.18681318681318684,0.21348314606741572
1,5,0.30487804878048785,0.6375000000000001,0.08602150537634408,0.2625,0.09890109890109891,0.11235955056179775
1,18,0.5121951219512195,0.8750000000000001,0.6559139784946237,0.8125,0.8901098901098902,0.8539325842696629
1,4,0.6707317073170732,0.725,0.7849462365591399,0.675,0.7472527472527474,0.8651685393258427
1,9,0.7926829268292683,0.5625,0.838709677419355,0.8500000000000001,0.6813186813186813,0.8089887640449438
1,5,0.6097560975609756,0.6875,0.25806451612903225,0.7125,0.18681318681318684,0.2584269662921348
1,19,0.7073170731707317,0.6375000000000001,0.7849462365591399,0.35,0.8791208791208792,0.8876404494382023
1,18,0.573170731707317,0.775,0.6021505376344087,0.95,0.8131868131868133,0.8876404494382023
1,5,0.24390243902439027,0.775,0.05376344086021506,0.65,0.18681318681318684,0.22471910112359547
1,22,0.9756097560975611,0.38750000000000007,0.870967741935484,0.625,0.5604395604395604,0.449438202247191
1,12,0.8658536585365854,0.5625,0.881720430107527,0.625,0.23076923076923078,0.5280898876404495
1,9,0.8414634146341463,0.6125,0.7956989247311829,0.4625,0.8901098901098902,0.9438202247191011
0,24,0.951219512195122,0.5875,0.870967741935484,0.5375000000000001,0.19780219780219782,0.2584269662921348
0,5,0.31707317073170727,0.4375,0.15053763440860218,0.6625000000000001,0.17582417582417584,0.14606741573033707
0,7,0.6829268292682926,0.7375,0.6559139784946237,0.8500000000000001,0.8021978021978022,0.8764044943820225
0,8,0.5853658536585366,0.7875,0.6021505376344087,0.8,0.9010989010989012,0.8876404494382023
1,9,0.8292682926829268,0.6375000000000001,0.89247311827957,0.675,0.3516483516483517,0.20224719101123595
0,7,0.7804878048780488,0.6125,0.7741935483870969,0.55,0.8461538461538463,0.8651685393258427
1,19,0.6463414634146342,0.725,0.6666666666666667,0.625,0.7582417582417583,0.8876404494382023
0,22,0.8658536585365854,0.5750000000000001,0.881720430107527,0.42500000000000004,0.6813186813186813,0.7078651685393259
1,12,0.8292682926829268,0.65,0.89247311827957,0.6000000000000001,0.38461538461538464,0.2921348314606742
1,1,0.548780487804878,0.775,0.6451612903225807,0.825,0.9230769230769231,0.9325842696629213
0,22,0.8414634146341463,0.4125,0.870967741935484,0.6000000000000001,0.46153846153846156,0.5280898876404495
1,17,0.7804878048780488,0.6125,0.860215053763441,0.7250000000000001,0.8351648351648352,0.8314606741573034
0,8,0.5609756097560975,0.7999999999999999,0.6559139784946237,0.7875000000000001,0.9340659340659342,0.9213483146067416
1,2,0.7073170731707317,0.7999999999999999,0.7956989247311829,0.8625,0.8461538461538463,0.8539325842696629
0,4,0.8536585365853658,0.55,0.8064516129032259,0.8500000000000001,0.8021978021978022,0.8651685393258427
1,26,0.7439024390243902,0.625,0.7741935483870969,0.7625000000000001,0.5824175824175825,0.5168539325842697
1,13,0.7926829268292683,0.8375,0.7956989247311829,0.8500000000000001,0.5714285714285715,0.3146067415730337
1,12,0.8170731707317073,0.5625,0.838709677419355,0.4750000000000001,0.3516483516483517,0.449438202247191
1,0,0.8780487804878049,0.45000000000000007,0.849462365591398,0.6000000000000001,0.6813186813186813,0.5617977528089888
0,9,0.6707317073170732,0.775,0.881720430107527,0.36250000000000004,0.4725274725274726,0.5730337078651685
1,22,0.9634146341463415,0.5125000000000001,0.838709677419355,0.675,0.5714285714285715,0.5168539325842697
1,1,0.548780487804878,0.8125000000000001,0.5913978494623657,0.7250000000000001,0.8681318681318682,0.8651685393258427
1,17,0.8902439024390244,0.625,0.7956989247311829,0.7375,0.8021978021978022,0.8426966292134831
1,8,0.46341463414634143,0.9,0.7096774193548389,0.7375,0.8571428571428572,0.8426966292134831
1,22,0.5975609756097561,0.85,0.7634408602150539,0.7125,0.8131868131868133,0.8202247191011236
1,1,0.5609756097560975,0.8875000000000001,0.6451612903225807,0.4,0.8241758241758242,0.898876404494382
0,4,0.7560975609756098,0.9249999999999999,0.7956989247311829,0.8500000000000001,0.8351648351648352,0.9101123595505618
0,0,0.8048780487804877,0.6125,0.89247311827957,0.7250000000000001,0.7142857142857143,0.7528089887640449
1,8,0.6707317073170732,0.8125000000000001,0.6021505376344087,0.8500000000000001,0.8681318681318682,0.8876404494382023
1,26,0.6341463414634146,0.7625000000000001,0.849462365591398,0.8625,0.3736263736263737,0.23595505617977527
1,5,0.41463414634146345,0.625,0.08602150537634408,0.7000000000000001,0.16483516483516486,0.24719101123595508
1,23,0.9390243902439025,0.5375,0.860215053763441,0.825,0.34065934065934067,0.4606741573033708
1,26,0.8048780487804877,0.7375,0.817204301075269,0.8,0.3186813186813187,0.4044943820224719
0,19,0.8048780487804877,0.5125000000000001,0.881720430107527,0.3125,0.5934065934065934,0.5280898876404495
